,created_at,id,text,text_nsw,sentiment,classification
19,2021-11-25 17:11:39+00:00,1.46E+18,"@PatBurkeNY Pfizer’s own study shows more vaccinated people are dying from Covid than unvaccinated people.  
WNY do… https://t.co/NkavpYmwa9",@PatBurkeNY Pfizer’ study shows vaccinated people dying Covid unvaccinated people. WNY … https://.co/NkavpYmwa9,-1,5
21,2021-11-25 17:11:40+00:00,1.46E+18,"@freespiritus The staff at RiverRock made a good case for Moderna after 2 Pfizers, so I accepted it. Moderna is ran… https://t.co/uqQgP0knz0","@freespiritus The staff RiverRock made good case Moderna 2 Pfizers, I accepted . Moderna ran… https://.co/uqQgP0knz0",0,2
22,2021-11-25 17:11:40+00:00,1.46E+18,@SocialTheoryCan @trevor8sinclair @EssexPR Fair point. My point was more that a lot of covid virus deaths are repor… https://t.co/r8AqpLytOl,@SocialTheoryCan @trevor8sinclair @EssexPR Fair point. My point lot covid virus deaths repor… https://.co/r8AqpLytOl,0,6
23,2021-11-25 17:11:40+00:00,1.46E+18,"A global vaccination plan is needed.
Make global solidarity the new normal.",A global vaccination plan needed. Make global solidarity new normal.,0,1
24,2021-11-25 17:11:41+00:00,1.46E+18,@magicbu92001094 @salrashdan3 @BBlues50 @SkyNews @BBCNews Not for 55 years if Pfizer gets their way,@magicbu92001094 @salrashdan3 @BBlues50 @SkyNews @BBCNews Not 55 years Pfizer gets way,-1,1
25,2021-11-25 17:11:42+00:00,1.46E+18,EU regulator authorizes Pfizer's COVID vaccine for kids 5-11 - Daily Mail https://t.co/tOj5sQkkp3,EU regulator authorizes Pfizer' COVID vaccine kids 5-11 - Daily Mail https://.co/tOj5sQkkp3,0,3
26,2021-11-25 17:11:43+00:00,1.46E+18,"How many of you are enjoying Thanksgiving as it should be?
-no masks
-no social distancing
-no vaccination required

👋👋
I am 🇺🇸🦃♥️",How many enjoying Thanksgiving ? - masks - social distancing - vaccination required 👋👋 I 🇺🇸🦃♥️,1,4
27,2021-11-25 17:11:45+00:00,1.46E+18,@Alec_Zeck Many are 18 months in and don’t won’t to admit Trump/Biden/Fauci Pfizer sold the world experimental mRNA… https://t.co/Aqd95QI9tJ,@Alec_Zeck Many 18 months ’ ’ admit Trump/Biden/Fauci Pfizer sold world experimental mRNA… https://.co/Aqd95QI9tJ,-1,1
28,2021-11-25 17:11:46+00:00,1.46E+18,feeling much better and finally was able to get a covid test when it wasn’t raining. glad to say the nasty bug i ha… https://t.co/zHttTjCfYZ,feeling much better finally able get covid test ’ raining. glad say nasty bug ha… https://.co/zHttTjCfYZ,1,6
29,2021-11-25 17:11:53+00:00,1.46E+18,@GovKathyHochul Pfizer 3 in my arm two days ago at Stony Brook,@GovKathyHochul Pfizer 3 arm two days ago Stony Brook,0,2
30,2021-11-25 17:11:53+00:00,1.46E+18,I'm coming to you from a covid booster shot fever haze to tell you that @madolaf is the best and you should all mar… https://t.co/ukz95zqd84,I' coming covid booster shot fever haze tell @madolaf best mar… https://.co/ukz95zqd84,1,2
31,2021-11-25 17:11:53+00:00,1.46E+18,"@DrNeilStone I would like to do research about the covid vaccines.
Please could you point me in the direction of th… https://t.co/Nqxe4NKmoS",@DrNeilStone I would like research covid vaccines. Please could point direction th… https://.co/Nqxe4NKmoS,0,1
32,2021-11-25 17:11:57+00:00,1.46E+18,"@Markiimg @Glasgowlass888 Aah sarcasm, the lowest form of wit. I know of one hosp personally and all five covid icu… https://t.co/jvfFYkEtrq","@Markiimg @Glasgowlass888 Aah sarcasm, lowest form wit. I know one hosp personally five covid icu… https://.co/jvfFYkEtrq",-1,7
0,2021-11-25 18:08:23+00:00,1.46E+18,@SheriAWilkinson I was down for the count for a brief 12 hours after my Moderna booster.,@SheriAWilkinson I count brief 12 hours Moderna booster.,-1,2
1,2021-11-25 18:08:25+00:00,1.46E+18,"@md_wallach @notdred @StSenka Agreed here, SA has only 25% vaccination rate. There's a lot of space for new variant… https://t.co/23XUUQLrv4","@md_wallach @notdred @StSenka Agreed , SA 25% vaccination rate. There' lot space new variant… https://.co/23XUUQLrv4",0,8
2,2021-11-25 18:08:26+00:00,1.46E+18,@william61387419 @utdchil Blimey covid golly @utdchil let’s do a 2 player career on f1 @william61387419 buy f1 2021,@william61387419 @utdchil Blimey covid golly @utdchil let’ 2 player career f1 @william61387419 buy f1 2021,1,4
3,2021-11-25 18:08:29+00:00,1.46E+18,"@mkoehler13039 @BBillsfan30 @RapSheet the covid list is not ""active roster"" is the semantics being played here.","@mkoehler13039 @BBillsfan30 @RapSheet covid list ""active roster"" semantics played .",0,4
4,2021-11-25 18:08:31+00:00,1.46E+18,"Now compare and contrast NZ's covid community rates &amp; vaccination rates to ours, guys","Now compare contrast NZ' covid community rates &amp; vaccination rates , guys",0,4
5,2021-11-25 18:08:31+00:00,1.46E+18,@thejournal_ie What that gonna do  stop covid don’t think so,@thejournal_ie What gonna stop covid ’ think ,-1,8
6,2021-11-25 18:08:32+00:00,1.46E+18,#boostershot #Pfizer already feeling rough #COVID19,#boostershot #Pfizer already feeling rough #COVID19,-1,2
7,2021-11-25 18:08:32+00:00,1.46E+18,EU's drug regulator approves Pfizer vaccine for young children - CNET https://t.co/McR6fTxWFQ #vaccine #pfizer,EU' drug regulator approves Pfizer vaccine young children - CNET https://.co/McR6fTxWFQ #vaccine #pfizer,0,3
8,2021-11-25 18:08:34+00:00,1.46E+18,@andyd2019 @newschambers The report said Pfizer vaccine efficacy begins to wane after 3 months meaning it begins to… https://t.co/oVMjhPmxzT,@andyd2019 @newschambers The report said Pfizer vaccine efficacy begins wane 3 months meaning begins … https://.co/oVMjhPmxzT,0,3
9,2021-11-25 18:08:35+00:00,1.46E+18,@Kian_Stevens @carlearrye @UKCovid19Stats 82% of those dying with covid are vaxxed and that’s a fact not a doctors story,@Kian_Stevens @carlearrye @UKCovid19Stats 82% dying covid vaxxed ’ fact doctors story,-1,5
10,2021-11-25 18:08:35+00:00,1.46E+18,@ATdoktorn That would be crazy. Our case rate is the equivalent of everyone getting covid once per 20 years or some… https://t.co/diqGPGhXvm,@ATdoktorn That would crazy. Our case rate equivalent everyone getting covid per 20 years … https://.co/diqGPGhXvm,-1,2
11,2021-11-25 18:08:35+00:00,1.46E+18,Good lesson for the US. We are not going to get the pandemic under control without much higher vaccination rates in… https://t.co/63Ms3UQnkC,Good lesson US. We going get pandemic control without much higher vaccination rates … https://.co/63Ms3UQnkC,0,4
12,2021-11-25 18:08:36+00:00,1.46E+18,@JamesMelville In Africa digital COVID-19 vaccination passports aren’t useful.  Most of the people in that continen… https://t.co/dQLSTspOsi,@JamesMelville In Africa digital COVID-19 vaccination passports ’ useful. Most people continen… https://.co/dQLSTspOsi,-1,4
13,2021-11-25 18:08:38+00:00,1.46E+18,"@griptmedia @BernieSpofforth 
@GillianMcKeith 
They will detain anyone who dissects, under the excuse of covid infectivity.","@griptmedia @BernieSpofforth @GillianMcKeith They detain anyone dissects, excuse covid infectivity.",0,4
14,2021-11-25 18:08:40+00:00,1.46E+18,@K0iMonogatari Chill! Tony works alone on radiant and last year with covid he was dealing with personal issues that… https://t.co/F55FNMbhfm,@K0iMonogatari Chill! Tony works alone radiant last year covid dealing personal issues … https://.co/F55FNMbhfm,0,4
15,2021-11-25 18:08:42+00:00,1.46E+18,"@AndiMakinana Who's OUR,wake up can't you see this covid thing is a scam.","@AndiMakinana Who' OUR,wake ' see covid thing scam.",-1,4
16,2021-11-25 18:08:43+00:00,1.46E+18,New covid strain B11 has entered south africa,New covid strain B11 entered south africa,0,8
17,2021-11-25 18:08:43+00:00,1.46E+18,@bangtan_yngfrvr @Irie_says_peace Have you done with your vaccination 🤔?,@bangtan_yngfrvr @Irie_says_peace Have done vaccination 🤔?,0,1
18,2021-11-25 18:08:46+00:00,1.46E+18,"This Thanksgiving I’m especially thankful to have my family, who of which all have covid. 

Like all, except the ki… https://t.co/oifnsROwBv","This Thanksgiving I’ especially thankful family, covid. Like , except ki… https://.co/oifnsROwBv",0,6
19,2021-11-25 18:08:47+00:00,1.46E+18,Former Pfizer Employee Responds to Pfizer CEO Saying Those Putting Out Misinformation About Covid Shot Are Criminals https://t.co/Dqdn6S3trV,Former Pfizer Employee Responds Pfizer CEO Saying Those Putting Out Misinformation About Covid Shot Are Criminals https://.co/Dqdn6S3trV,-1,3
20,2021-11-25 18:08:49+00:00,1.46E+18,but covid went on vacation during election season mmmhh..., covid went vacation election season mmmhh...,-1,4
21,2021-11-25 18:08:49+00:00,1.46E+18,@TrevorKoch7 @DanBesbris @redrock_bball Couldn’t you just use Batum in your IR since he’s in covid protocol? That w… https://t.co/yQ8bCxLfLk,@TrevorKoch7 @DanBesbris @redrock_bball Couldn’ use Batum IR since ’ covid protocol? That w… https://.co/yQ8bCxLfLk,0,4
22,2021-11-25 18:08:49+00:00,1.46E+18,We should learn to live with covid19 because it is here to stay. No more lockdown and let's return to normal. There… https://t.co/kfQCqunsP5,We learn live covid19 stay. No lockdown let' return normal. There… https://.co/kfQCqunsP5,0,6
23,2021-11-25 18:08:51+00:00,1.46E+18,EU's drug regulator approves Pfizer vaccine for young children - CNET https://t.co/cU7IdxROAj #pfizer #vaccine,EU' drug regulator approves Pfizer vaccine young children - CNET https://.co/cU7IdxROAj #pfizer #vaccine,0,3
24,2021-11-25 18:08:52+00:00,1.46E+18,They hardly have the stats of birth and deaths after covid 2nd wave what nonsense(data) will they know abt income o… https://t.co/Ksd4fry7Va,They hardly stats birth deaths covid 2nd wave nonsense(data) know abt income … https://.co/Ksd4fry7Va,-1,6
25,2021-11-25 18:08:52+00:00,1.46E+18,Marines on track for worst vaccination record in U.S. military https://t.co/UWW7vNZNxN,Marines track worst vaccination record U.S. military https://.co/UWW7vNZNxN,-1,3
26,2021-11-25 18:08:52+00:00,1.46E+18,@Mark_kaosat_dev #Munich doesn't wait. The vaccination centre starts vaccinating the 5-11 cohort tomorrow. New capa… https://t.co/5E4QJyYNKD,@Mark_kaosat_dev #Munich ' wait. The vaccination centre starts vaccinating 5-11 cohort tomorrow. New capa… https://.co/5E4QJyYNKD,0,3
27,2021-11-25 18:08:53+00:00,1.46E+18,Marines on track for worst vaccination record in U.S. military https://t.co/1YsfTeO5tF,Marines track worst vaccination record U.S. military https://.co/1YsfTeO5tF,-1,3
29,2021-11-25 18:08:55+00:00,1.46E+18,@ElieHaddad55 @saada_vsaada @barriere_dr It will be the same with vaccination. Pediatricians will say “pas la peine”. As usual.,@ElieHaddad55 @saada_vsaada @barriere_dr It vaccination. Pediatricians say “pas la peine”. As usual.,-1,1
28,2021-11-25 18:08:55+00:00,1.46E+18,"This gets lost in the daily coverage of the numbers &amp; underscores the importance of #vaccination: ""As of Nov. 14, u… https://t.co/eb7bhjXpk1","This gets lost daily coverage numbers &amp; underscores importance #vaccination: ""As Nov. 14, u… https://.co/eb7bhjXpk1",1,5
30,2021-11-25 18:08:56+00:00,1.46E+18,the wierd's getting weirder 'Anyone wishing to be euthanized now has to first present proof of vaccination or recov… https://t.co/bVKb8krw05, wierd' getting weirder 'Anyone wishing euthanized first present proof vaccination recov… https://.co/bVKb8krw05,-1,5
31,2021-11-25 18:08:59+00:00,1.46E+18,"Florida’s new anti-masking law denies us key tools to protect our schools from future covid surges

https://t.co/m0nJ2kpwXV",Florida’ new anti-masking law denies us key tools protect schools future covid surges https://.co/m0nJ2kpwXV,-1,6
32,2021-11-25 18:08:59+00:00,1.46E+18,after the covid the post truth is prepared to tell everybody how Democrats made everybody healthy like they do with… https://t.co/Enp5FMteR0, covid post truth prepared tell everybody Democrats made everybody healthy like … https://.co/Enp5FMteR0,-1,4
0,2021-11-25 19:17:20+00:00,1.46E+18,damn it's been almost a year and i still have long covid symptoms sometimes lmao,damn ' almost year still long covid symptoms sometimes lmao,-1,6
1,2021-11-25 19:17:21+00:00,1.46E+18,"⤴️… of the best tools we have, combined with high vaccination rates, to ensure this pandemic ends. If the situation… https://t.co/Uub8PzZnnf","⤴️… best tools , combined high vaccination rates, ensure pandemic ends. If situation… https://.co/Uub8PzZnnf",1,6
2,2021-11-25 19:17:23+00:00,1.46E+18,"When I see college educated, grown ass men still refusing a life saving vaccination, all I can say, to myself is,.… https://t.co/TWo0oVCeTN","When I see college educated, grown ass men still refusing life saving vaccination, I say, ,.… https://.co/TWo0oVCeTN",-1,1
3,2021-11-25 19:17:23+00:00,1.46E+18,"i’m so tired of my body post covid, i want my life back :(","’ tired body post covid, want life back :(",-1,6
4,2021-11-25 19:17:26+00:00,1.46E+18,Got out of house today to go see a movie. Beats last year when I was on covid lockdown,Got house today go see movie. Beats last year I covid lockdown,1,6
5,2021-11-25 19:17:26+00:00,1.46E+18,"First day out in 3 weeks, after the joys of covid.

So lucky to have not missed the last of the autumn leaves, to b… https://t.co/4z3RWo1hBr","First day 3 weeks, joys covid. So lucky missed last autumn leaves, b… https://.co/4z3RWo1hBr",1,6
6,2021-11-25 19:17:27+00:00,1.46E+18,Expert says chronic fatigue sufferers should be exempt from Covid-19 vaccination https://t.co/AXsDyVT6Zv,Expert says chronic fatigue sufferers exempt Covid-19 vaccination https://.co/AXsDyVT6Zv,0,3
7,2021-11-25 19:17:31+00:00,1.46E+18,@murderxbryan uncle Mike died of covid,@murderxbryan uncle Mike died covid,-1,6
8,2021-11-25 19:17:33+00:00,1.46E+18,@miamalan any stats on % of people that go for second Pfizer dose? It's 92% in America.,@miamalan stats % people go second Pfizer dose? It' 92% America.,0,5
9,2021-11-25 19:17:33+00:00,1.46E+18,So y'all are telling me it was Bollywood theme day today? Why covid whyyyyy😭,So ' telling Bollywood theme day today? Why covid whyyyyy😭,1,7
10,2021-11-25 19:17:35+00:00,1.46E+18,@DrTomFrieden Meanwhile cuba developed their own vaccine for covid and it is just as effective as ours.   Populatio… https://t.co/T9usmjEhYm,@DrTomFrieden Meanwhile cuba developed vaccine covid effective . Populatio… https://.co/T9usmjEhYm,0,1
11,2021-11-25 19:17:41+00:00,1.46E+18,@Ms_ZamaNdlovu Is the criticism not based on the fact that we have relative low vaccination numbers and our leaders… https://t.co/fxReTDeAiV,@Ms_ZamaNdlovu Is criticism based fact relative low vaccination numbers leaders… https://.co/fxReTDeAiV,-1,1
12,2021-11-25 19:17:44+00:00,1.46E+18,Sorry I cant attend thanksgiving I lost my vaccination card🤙🏻🤙🏻,Sorry I cant attend thanksgiving I lost vaccination card🤙🏻🤙🏻,-1,5
13,2021-11-25 19:17:44+00:00,1.46E+18,"@ZubyMusic @Chival7738 Pure blood here........got covid back in January, recovered and refuse to take their vaccinations or boosters.","@ZubyMusic @Chival7738 Pure blood ........got covid back January, recovered refuse take vaccinations boosters.",-1,6
14,2021-11-25 19:17:45+00:00,1.46E+18,"@BorisJohnson My relative died on Monday. Triple jabbed. Caught covid. Ended up o
ICU is now dead :(",@BorisJohnson My relative died Monday. Triple jabbed. Caught covid. Ended ICU dead :(,-1,6
15,2021-11-25 19:17:46+00:00,1.46E+18,It just feels right that on Friday I’m going to be seeing my first metal show since covid started and it’s the… https://t.co/fyE5BV6rw5,It feels right Friday I’ going seeing first metal show since covid started ’ … https://.co/fyE5BV6rw5,0,4
16,2021-11-25 19:17:46+00:00,1.46E+18,"Taking to the wife about Pfizer jabs had to be stored at ultra cold temperature and given cold.
does anyone remembe… https://t.co/3iTQOcuFNO",Taking wife Pfizer jabs stored ultra cold temperature given cold. anyone remembe… https://.co/3iTQOcuFNO,0,1
17,2021-11-25 19:17:48+00:00,1.46E+18,@BooksandBao @Sir_Rachel Omg I was going to say I have a DavidsTea nearby so I can check them but it apparently closed during covid 😭😭😭,@BooksandBao @Sir_Rachel Omg I going say I DavidsTea nearby I check apparently closed covid 😭😭😭,0,4
18,2021-11-25 19:17:50+00:00,1.46E+18,@codsow And you have covid? Dude! Stay in and take care of yourself. That shit can go south very quick.,@codsow And covid? Dude! Stay take care . That shit go south quick.,0,6
19,2021-11-25 19:17:50+00:00,1.46E+18,covid PARS stppp https://t.co/Ps81iIddBF,covid PARS stppp https://.co/Ps81iIddBF,0,4
20,2021-11-25 19:17:51+00:00,1.46E+18,Ireland in lead with vaccination coverage and lowest death rate in EU https://t.co/yYG6UOivnV via @IrishTimes,Ireland lead vaccination coverage lowest death rate EU https://.co/yYG6UOivnV via @IrishTimes,1,3
21,2021-11-25 19:17:54+00:00,1.46E+18,Gotta bitch pregnant In September had a covid baby,Gotta bitch pregnant In September covid baby,1,4
22,2021-11-25 19:17:54+00:00,1.46E+18,"@MalcolmNance Africa has such a low vaccination rate  of course the virus is going to mutate.. just as Dr Fauci said . 

get vaxed have fun",@MalcolmNance Africa low vaccination rate course virus going mutate.. Dr Fauci said . get vaxed fun,0,1
25,2021-11-25 19:17:56+00:00,1.46E+18,"I’ve just finished delivering my first post covid event, first in 19 months, I’m exhausted! 😂","I’ finished delivering first post covid event, first 19 months, I’ exhausted! 😂",-1,4
24,2021-11-25 19:17:56+00:00,1.46E+18,@OhHi_Mark Oh people getting covid from jellyfish? Interesting,@OhHi_Mark Oh people getting covid jellyfish? Interesting,1,7
23,2021-11-25 19:17:56+00:00,1.46E+18,Dejen de spoilearme el especial post covid :),Dejen de spoilearme el especial post covid :),0,6
26,2021-11-25 19:17:57+00:00,1.46E+18,@ahangingthread @RonFilipkowski Germany is suddenly having an awful time. It seems like East Germany has low vaccination rates.,@ahangingthread @RonFilipkowski Germany suddenly awful time. It seems like East Germany low vaccination rates.,-1,5
27,2021-11-25 19:17:57+00:00,1.46E+18,@NeverSleever And how are the military to help with covid patients!?? 🤪,@NeverSleever And military help covid patients!?? 🤪,-1,4
28,2021-11-25 19:18:00+00:00,1.46E+18,@JeremyVineOn5 I will absolutely not be letting my son have it. He has already had covid and was perfectly fine. We… https://t.co/1awFc2rarF,@JeremyVineOn5 I absolutely letting son . He already covid perfectly fine. We… https://.co/1awFc2rarF,-1,1
29,2021-11-25 19:18:00+00:00,1.46E+18,Mass hypnose of the vaxxed zombies ￼ @D66 @SigridKaag @Vera_Bergkamp #eenvandaag #nieuwsuur #2G #Pfizer #jinek… https://t.co/I7CyoiWnud,Mass hypnose vaxxed zombies ￼ @D66 @SigridKaag @Vera_Bergkamp #eenvandaag #nieuwsuur #2G #Pfizer #jinek… https://.co/I7CyoiWnud,-1,1
30,2021-11-25 19:18:01+00:00,1.46E+18,@vasocreta @MoxeeBeMe I stayed with Pfizer but now kinda wish I'd mixed it up and switched to Moderna. It probably doesn't really matter.,@vasocreta @MoxeeBeMe I stayed Pfizer kinda wish I' mixed switched Moderna. It probably ' really matter.,0,1
31,2021-11-25 19:18:02+00:00,1.46E+18,@WandleHens @Raitziger @tdpSian @NigelWa10314331 Also using Moderna my sister just had it and has been in bed for t… https://t.co/ft8UzXhz9a,@WandleHens @Raitziger @tdpSian @NigelWa10314331 Also using Moderna sister bed … https://.co/ft8UzXhz9a,-1,5
32,2021-11-25 19:18:02+00:00,1.46E+18,@SwaledaleMutton @hartgroup_org @ClareCraigPath Moderna was at 3% efficacy others better but waining don’t prevent… https://t.co/uOzz0CJ5kG,@SwaledaleMutton @hartgroup_org @ClareCraigPath Moderna 3% efficacy others better waining ’ prevent… https://.co/uOzz0CJ5kG,-1,5
0,2021-11-25 20:08:16+00:00,1.46E+18,@covid_quest Still better of using IVERMECTIN &amp; other alternative therapies than adding to the coffers of these gre… https://t.co/KCRdh2HsfF,@covid_quest Still better using IVERMECTIN &amp; alternative therapies adding coffers gre… https://.co/KCRdh2HsfF,-1,1
1,2021-11-25 20:08:21+00:00,1.46E+18,"I use it for injecting butter into Turkey. 

Anti vaxxers think this is what they use to give you your covid shot. https://t.co/v7hDNcX1iR",I use injecting butter Turkey. Anti vaxxers think use give covid shot. https://.co/v7hDNcX1iR,1,7
2,2021-11-25 20:08:23+00:00,1.46E+18,"@stark184 @MatthewStadlen I do, no body hair and lasting burns due to the bleach but at least covid hasn’t got me.","@stark184 @MatthewStadlen I , body hair lasting burns due bleach least covid ’ got .",-1,7
3,2021-11-25 20:08:24+00:00,1.46E+18,"@PatBurkeNY Your fat ass is probably at a bigger risk of covid than anyone not vaccinated, moron.","@PatBurkeNY Your fat ass probably bigger risk covid anyone vaccinated, moron.",-1,1
4,2021-11-25 20:08:26+00:00,1.46E+18,@minnbrewer @disclosetv Gibraltar is at 140% vaccination 😬,@minnbrewer @disclosetv Gibraltar 140% vaccination 😬,0,7
5,2021-11-25 20:08:26+00:00,1.46E+18,wtf dl ng major plate ko today plus commission plus exams plus vaccination day KFHAKDHSJDB PUTANG INA,wtf dl ng major plate ko today plus commission plus exams plus vaccination day KFHAKDHSJDB PUTANG INA,-1,5
6,2021-11-25 20:08:26+00:00,1.46E+18,SCOMO... NINE NEWS... MURDOCH...SKY NEWS can all criticise Qld as much as they like and they do.... FACTS REMAIN few covid cases in 2 years.,SCOMO... NINE NEWS... MURDOCH...SKY NEWS criticise Qld much like .... FACTS REMAIN covid cases 2 years.,-1,1
7,2021-11-25 20:08:27+00:00,1.46E+18,"@FoxNews Well, the ones who aren't dead from covid, anyway.","@FoxNews Well, ones ' dead covid, anyway.",-1,4
8,2021-11-25 20:08:28+00:00,1.46E+18,@BranwenBingle I’ve had covid twice and last Sunday I suddenly went down with something that really resembled covid… https://t.co/lQ6w0FPPoU,@BranwenBingle I’ covid twice last Sunday I suddenly went something really resembled covid… https://.co/lQ6w0FPPoU,-1,6
9,2021-11-25 20:08:30+00:00,1.46E+18,@myhopeworldian_ It’s probably cause of covid times hahaha,@myhopeworldian_ It’ probably cause covid times hahaha,0,7
10,2021-11-25 20:08:32+00:00,1.46E+18,yes my 6 year old niece being so excited to tell me that she got the covid vaccine made me cry,yes 6 year old niece excited tell got covid vaccine made cry,1,1
11,2021-11-25 20:08:32+00:00,1.46E+18,The WHO says it’s time to discuss mandatory Covid vaccinations https://t.co/fET8suHURN,The WHO says ’ time discuss mandatory Covid vaccinations https://.co/fET8suHURN,0,3
12,2021-11-25 20:08:33+00:00,1.46E+18,@TheBembridge @MaajidNawaz It’s not covid.,@TheBembridge @MaajidNawaz It’ covid.,0,4
13,2021-11-25 20:08:33+00:00,1.46E+18,Trevor Sinclair cut off after talking about covid jab on TalkSPORT https://t.co/OIvjfUB9QZ via @MailOnline,Trevor Sinclair cut talking covid jab TalkSPORT https://.co/OIvjfUB9QZ via @MailOnline,-1,4
